Instance;Algorithme;Taille_Clique;Taille_Min;Taille_Max;Taille_Moyenne;Temps_ms;Notes
C/C1000.9.clq;Q1_FI_Seed_8;43;;;;0.243924;
C/C1000.9.clq;Q1_HC_Seed_8;55;;;;57.7516;OK
C/C1000.9.clq;Q1_FI_Seed_9;45;;;;0.227331;
C/C1000.9.clq;Q1_HC_Seed_9;51;;;;25.8286;OK
C/C1000.9.clq;Q1_FI_STATS_SUMMARY;;43;50;45.2;2.39162;
C/C1000.9.clq;Q1_HC_STATS_SUMMARY;;50;58;53.2;532.271;
C/C1000.9.clq;Q1_Best_Static;53;;;;0.441319;
C/C1000.9.clq;Q1_Best_Dynamic;62;;;;157.753;OK
C/C2000.5.clq;Q1_FI_Seed_0;11;;;;0.157444;
C/C2000.5.clq;Q1_HC_Seed_0;11;;;;2.65839;OK
C/C2000.5.clq;Q1_FI_Seed_1;11;;;;0.154476;
C/C2000.5.clq;Q1_HC_Seed_1;11;;;;2.62317;OK
C/C2000.5.clq;Q1_FI_Seed_2;11;;;;0.16008;
C/C2000.5.clq;Q1_HC_Seed_2;12;;;;4.98005;OK
C/C2000.5.clq;Q1_FI_Seed_3;11;;;;0.158078;
C/C2000.5.clq;Q1_HC_Seed_3;11;;;;2.5116;OK
C/C2000.5.clq;Q1_FI_Seed_4;11;;;;0.155738;
C/C2000.5.clq;Q1_HC_Seed_4;12;;;;3.66407;OK
C/C2000.5.clq;Q1_FI_Seed_5;10;;;;0.157903;
C/C2000.5.clq;Q1_HC_Seed_5;12;;;;5.13766;OK
C/C2000.5.clq;Q1_FI_Seed_6;11;;;;0.154968;
C/C2000.5.clq;Q1_HC_Seed_6;12;;;;3.87641;OK
C/C2000.5.clq;Q1_FI_Seed_7;10;;;;0.162875;
C/C2000.5.clq;Q1_HC_Seed_7;12;;;;5.08845;OK
C/C2000.5.clq;Q1_FI_Seed_8;10;;;;0.15207;
C/C2000.5.clq;Q1_HC_Seed_8;12;;;;4.38813;OK
C/C2000.5.clq;Q1_FI_Seed_9;12;;;;0.161769;
C/C2000.5.clq;Q1_HC_Seed_9;12;;;;2.77365;OK
C/C2000.5.clq;Q1_FI_STATS_SUMMARY;;10;12;10.8;1.5754;
C/C2000.5.clq;Q1_HC_STATS_SUMMARY;;11;12;11.7;37.7016;
C/C2000.5.clq;Q1_Best_Static;10;;;;0.493104;
C/C2000.5.clq;Q1_Best_Dynamic;0;;;;0;SKIP_TOO_LARGE
C/C2000.9.clq;Q1_FI_Seed_0;49;;;;0.506898;
C/C2000.9.clq;Q1_HC_Seed_0;62;;;;161.047;OK
C/C2000.9.clq;Q1_FI_Seed_1;50;;;;0.480776;
C/C2000.9.clq;Q1_HC_Seed_1;62;;;;200.477;OK
C/C2000.9.clq;Q1_FI_Seed_2;48;;;;0.463047;
C/C2000.9.clq;Q1_HC_Seed_2;58;;;;109.799;OK
C/C2000.9.clq;Q1_FI_Seed_3;52;;;;0.476212;
C/C2000.9.clq;Q1_HC_Seed_3;58;;;;97.2842;OK
C/C2000.9.clq;Q1_FI_Seed_4;54;;;;0.473255;
C/C2000.9.clq;Q1_HC_Seed_4;62;;;;179.955;OK
C/C2000.9.clq;Q1_FI_Seed_5;53;;;;0.48996;
C/C2000.9.clq;Q1_HC_Seed_5;55;;;;52.2081;OK
C/C2000.9.clq;Q1_FI_Seed_6;51;;;;0.49281;
C/C2000.9.clq;Q1_HC_Seed_6;61;;;;153.692;OK
C/C2000.9.clq;Q1_FI_Seed_7;52;;;;0.47735;
C/C2000.9.clq;Q1_HC_Seed_7;62;;;;136.773;OK
C/C2000.9.clq;Q1_FI_Seed_8;54;;;;0.477749;
C/C2000.9.clq;Q1_HC_Seed_8;62;;;;113.95;OK
C/C2000.9.clq;Q1_FI_Seed_9;48;;;;0.469971;
C/C2000.9.clq;Q1_HC_Seed_9;59;;;;114.992;OK
C/C2000.9.clq;Q1_FI_STATS_SUMMARY;;48;54;51.1;4.80803;
C/C2000.9.clq;Q1_HC_STATS_SUMMARY;;55;62;60.1;1320.18;
C/C2000.9.clq;Q1_Best_Static;59;;;;0.860235;
C/C2000.9.clq;Q1_Best_Dynamic;0;;;;0;SKIP_TOO_LARGE
C/C4000.5.clq;Q1_FI_Seed_0;11;;;;0.315288;
C/C4000.5.clq;Q1_HC_Seed_0;12;;;;9.50033;OK
C/C4000.5.clq;Q1_FI_Seed_1;11;;;;0.299401;
C/C4000.5.clq;Q1_HC_Seed_1;13;;;;10.0828;OK
C/C4000.5.clq;Q1_FI_Seed_2;11;;;;0.308375;
C/C4000.5.clq;Q1_HC_Seed_2;14;;;;12.0796;OK
C/C4000.5.clq;Q1_FI_Seed_3;13;;;;0.311569;
C/C4000.5.clq;Q1_HC_Seed_3;13;;;;6.09264;OK
C/C4000.5.clq;Q1_FI_Seed_4;11;;;;0.298783;
C/C4000.5.clq;Q1_HC_Seed_4;13;;;;7.13885;OK
C/C4000.5.clq;Q1_FI_Seed_5;11;;;;0.307725;
C/C4000.5.clq;Q1_HC_Seed_5;13;;;;8.70659;OK
C/C4000.5.clq;Q1_FI_Seed_6;11;;;;0.293485;
C/C4000.5.clq;Q1_HC_Seed_6;13;;;;7.60173;OK
C/C4000.5.clq;Q1_FI_Seed_7;12;;;;0.307593;
C/C4000.5.clq;Q1_HC_Seed_7;13;;;;6.88602;OK
C/C4000.5.clq;Q1_FI_Seed_8;12;;;;0.301915;
C/C4000.5.clq;Q1_HC_Seed_8;13;;;;9.88657;OK
C/C4000.5.clq;Q1_FI_Seed_9;13;;;;0.31173;
C/C4000.5.clq;Q1_HC_Seed_9;13;;;;6.22292;OK
C/C4000.5.clq;Q1_FI_STATS_SUMMARY;;11;13;11.6;3.05586;
C/C4000.5.clq;Q1_HC_STATS_SUMMARY;;12;14;13;84.1981;
C/C4000.5.clq;Q1_Best_Static;12;;;;1.05084;
C/C4000.5.clq;Q1_Best_Dynamic;0;;;;0;SKIP_TOO_LARGE
c-fat/c-fat200-1.clq;Q1_FI_Seed_0;10;;;;0.016436;
c-fat/c-fat200-1.clq;Q1_HC_Seed_0;10;;;;0.155256;OK
c-fat/c-fat200-1.clq;Q1_FI_Seed_1;10;;;;0.014646;
c-fat/c-fat200-1.clq;Q1_HC_Seed_1;10;;;;0.155519;OK
c-fat/c-fat200-1.clq;Q1_FI_Seed_2;12;;;;0.015453;
c-fat/c-fat200-1.clq;Q1_HC_Seed_2;12;;;;0.185682;OK
c-fat/c-fat200-1.clq;Q1_FI_Seed_3;10;;;;0.014292;
c-fat/c-fat200-1.clq;Q1_HC_Seed_3;10;;;;0.148068;OK
c-fat/c-fat200-1.clq;Q1_FI_Seed_4;12;;;;0.015141;
c-fat/c-fat200-1.clq;Q1_HC_Seed_4;12;;;;0.18524;OK
c-fat/c-fat200-1.clq;Q1_FI_Seed_5;10;;;;0.014336;
c-fat/c-fat200-1.clq;Q1_HC_Seed_5;10;;;;0.149638;OK
c-fat/c-fat200-1.clq;Q1_FI_Seed_6;12;;;;0.015227;
c-fat/c-fat200-1.clq;Q1_HC_Seed_6;12;;;;0.183359;OK
c-fat/c-fat200-1.clq;Q1_FI_Seed_7;12;;;;0.015033;
c-fat/c-fat200-1.clq;Q1_HC_Seed_7;12;;;;0.186204;OK
c-fat/c-fat200-1.clq;Q1_FI_Seed_8;10;;;;0.01464;
c-fat/c-fat200-1.clq;Q1_HC_Seed_8;10;;;;0.150185;OK
c-fat/c-fat200-1.clq;Q1_FI_Seed_9;10;;;;0.014502;
c-fat/c-fat200-1.clq;Q1_HC_Seed_9;10;;;;0.147645;OK
c-fat/c-fat200-1.clq;Q1_FI_STATS_SUMMARY;;10;12;10.8;0.149706;
c-fat/c-fat200-1.clq;Q1_HC_STATS_SUMMARY;;10;12;10.8;1.6468;
c-fat/c-fat200-1.clq;Q1_Best_Static;12;;;;0.029246;
c-fat/c-fat200-1.clq;Q1_Best_Dynamic;12;;;;0.904146;OK
c-fat/c-fat200-2.clq;Q1_FI_Seed_0;22;;;;0.019208;
c-fat/c-fat200-2.clq;Q1_HC_Seed_0;22;;;;0.446344;OK
c-fat/c-fat200-2.clq;Q1_FI_Seed_1;22;;;;0.018465;
c-fat/c-fat200-2.clq;Q1_HC_Seed_1;22;;;;0.457101;OK
c-fat/c-fat200-2.clq;Q1_FI_Seed_2;22;;;;0.01965;
c-fat/c-fat200-2.clq;Q1_HC_Seed_2;22;;;;0.451688;OK
c-fat/c-fat200-2.clq;Q1_FI_Seed_3;22;;;;0.019776;
c-fat/c-fat200-2.clq;Q1_HC_Seed_3;22;;;;0.442858;OK
c-fat/c-fat200-2.clq;Q1_FI_Seed_4;22;;;;0.019752;
c-fat/c-fat200-2.clq;Q1_HC_Seed_4;22;;;;0.453536;OK
c-fat/c-fat200-2.clq;Q1_FI_Seed_5;22;;;;0.019345;
c-fat/c-fat200-2.clq;Q1_HC_Seed_5;22;;;;0.453217;OK
c-fat/c-fat200-2.clq;Q1_FI_Seed_6;22;;;;0.019266;
c-fat/c-fat200-2.clq;Q1_HC_Seed_6;22;;;;0.449673;OK
c-fat/c-fat200-2.clq;Q1_FI_Seed_7;22;;;;0.0188;
c-fat/c-fat200-2.clq;Q1_HC_Seed_7;22;;;;0.452417;OK
c-fat/c-fat200-2.clq;Q1_FI_Seed_8;23;;;;0.020257;
c-fat/c-fat200-2.clq;Q1_HC_Seed_8;23;;;;0.506194;OK
c-fat/c-fat200-2.clq;Q1_FI_Seed_9;24;;;;0.019409;
c-fat/c-fat200-2.clq;Q1_HC_Seed_9;24;;;;0.541582;OK
c-fat/c-fat200-2.clq;Q1_FI_STATS_SUMMARY;;22;24;22.3;0.193928;
